subject,culture,ssi_id,circle_number,codeable,me_circle,coder,x,y,r
SS1651868834466,US,US252,2,0,0,AT,791,99,63.07138812
SS1651868834466,US,US252,3,0,0,AT,621,477,61.68468205
SS1651868836129,US,US253,1,1,1,AT,329.0000004,245.000103,53.07541804
SS1651868836129,US,US253,2,1,0,AT,508,129,36.12478374
SS1651868836129,US,US253,3,1,0,AT,619,255,27.73084925
SS1651868836129,US,US253,4,1,0,AT,555,414,31.76476035
SS1651868836129,US,US253,5,1,0,AT,280,454,29.52964612
SS1651868836129,US,US253,6,1,0,AT,392,508,30.01666204
SS1651868837282,US,US254,1,1,1,AT,465,347.000152,73.40980861
SS1651868837282,US,US254,2,1,0,AT,219,164,50.99019514
SS1651868837282,US,US254,3,1,0,AT,650,157.0003178,78.89233169
SS1651868837282,US,US254,4,1,0,AT,674,502.9997098,95.13148795
SS1651868837282,US,US254,5,1,0,AT,151,495,100.0049999
SS1651868839147,US,US255,1,0,0,AT,211,186,47.5394573
SS1651868839906,US,US256,1,1,1,AT,250,162,102.8834292
SS1651868839906,US,US256,2,1,0,AT,655,274,192.0234361
SS1651868839906,US,US256,3,1,0,AT,251,478,124.6515142
SS1651868840289,US,US257,1,1,1,AT,420,308,41.23105626
SS1651868840289,US,US257,2,1,0,AT,506,201,41.61730409
SS1651868840289,US,US257,3,1,0,AT,358,197,42.63801121
SS1651868840289,US,US257,4,1,0,AT,269,295,40.81666326
SS1651868840289,US,US257,5,1,0,AT,557,342,43.93176527
SS1651868840289,US,US257,6,1,0,AT,304,407,38.01315562
SS1651868840790,US,US258,1,1,1,AT,614,382,54.64430437
SS1651868840790,US,US258,2,1,0,AT,649,185,60.74537019
SS1651868840790,US,US258,3,1,0,AT,580,557,51.19570294
SS1651868840790,US,US258,4,1,0,AT,817,400,48.70318265
SS1651868840790,US,US258,5,1,0,AT,755,572,44.77722635
SS1651868850581,US,US259,1,1,1,AT,484,435,82.21921916
SS1651868850581,US,US259,2,1,0,AT,222,168,77.15568676
SS1651868850581,US,US259,3,1,0,AT,483,89,73.87827827
SS1651868850581,US,US259,4,1,0,AT,718,135,73.60027174
SS1651868852345,US,US260,1,1,1,AT,441,270,70.9365914
SS1651868852345,US,US260,2,1,0,AT,614,361,70.9365914
SS1651868852345,US,US260,3,1,0,AT,297,415,60.03332408
SS1651868868975,US,US261,1,1,1,AT,114,68,65.30696747
SS1651868868975,US,US261,2,1,0,AT,419,38,49.04079934
SS1651868868975,US,US261,3,1,0,AT,441,153,48.37354649
SS1651868868975,US,US261,4,1,0,AT,320,243,54.56189146
SS1651868868975,US,US261,5,1,0,AT,135,298,46.75467891
SS1651868873914,US,US262,1,1,1,AT,247.0000005,275,77.1038261
SS1651868873914,US,US262,2,1,0,AT,621,128,107.0700705
SS1651868873914,US,US262,3,1,0,AT,508,320,85.44003745
SS1651868876318,US,US263,1,1,1,AT,354,210,88.20430828
SS1651868876318,US,US263,2,1,0,AT,770,223,90.42676595
SS1651868901145,US,US264,1,1,1,AT,515,354,43.32435804
SS1651868901145,US,US264,2,1,0,AT,743,161,52.80151513
SS1651868901145,US,US264,3,1,0,AT,314,135,49.73932046
SS1651868901145,US,US264,4,1,0,AT,212,338,51.85556865
SS1651868901145,US,US264,5,1,0,AT,318,425,52
SS1651868901145,US,US264,6,1,0,AT,818,274,53.85164807
SS1651868901145,US,US264,7,1,0,AT,877,390,54.20332093
SS1651868901145,US,US264,8,1,0,AT,759,477,49.72926704
SS1651868901145,US,US264,9,1,0,AT,98,191,50.7740091
SS1651868924360,US,US265,1,1,1,AT,406,293,72.11102551
SS1651868924360,US,US265,2,1,0,AT,704,494,82.21921916
SS1651868924360,US,US265,3,1,0,AT,130,540,51.66236541
SS1651868966456,US,US266,1,1,1,AT,518,261,63.0634601
SS1651868966456,US,US266,2,1,0,AT,302,120,96.74709298
SS1651868966456,US,US266,3,1,0,AT,767,151,70.38465742
SS1651868966456,US,US266,4,1,0,AT,806,369,89.37561189
SS1651868966456,US,US266,5,1,0,AT,472,553,41.40048309
SS1651868966456,US,US266,6,1,0,AT,691,545,81.83520025
SS1651868966456,US,US266,7,1,0,AT,250,430,159.1383046
SS1651869014963,US,US267,1,1,1,AT,505,387,63.41135545
SS1651869014963,US,US267,2,1,0,AT,651,202,55.97320788
SS1651869014963,US,US267,3,1,0,AT,329,241,58.79625838
SS1651869014963,US,US267,4,1,0,AT,276,416,81.39410298
SS1651869014963,US,US267,5,1,0,AT,480,140,68.68041933
SS1651869014963,US,US267,6,1,0,AT,719,415,85.21150157
SS1651869014963,US,US267,7,1,0,AT,409,581,66.48308055
SS1651869017878,US,US268,1,1,1,AT,490,473,49.81967483
SS1651869017878,US,US268,2,1,0,AT,739,395,47.12748667
SS1651869017878,US,US268,3,1,0,AT,273,410,50.91168825
SS1651869017878,US,US268,4,1,0,AT,380,248,45.27692569
SS1651869017878,US,US268,5,1,0,AT,581,268,46.14108798
SS1651869017878,US,US268,6,1,0,AT,298,619,55.97320788
SS1651869021473,US,US269,1,1,0,AT,190,57,76.4852927
SS1651869021473,US,US269,2,1,1,AT,408,177,148.2228053
SS1651869021473,US,US269,3,1,0,AT,615,381,110.571244
SS1651869021473,US,US269,4,1,0,AT,630,143,73.1641989
SS1651869021473,US,US269,5,1,0,AT,150,264,95.4410813
SS1651869021473,US,US269,6,1,0,AT,262,507,93.94147114
SS1651869021473,US,US269,7,1,0,AT,469,546,56.56854249
SS1651869024622,US,US270,1,1,0,AT,671,386,49.49747468
SS1651869024622,US,US270,2,1,0,AT,653,508,46.69047012
SS1651869024622,US,US270,3,1,0,AT,388,486,50
SS1651869024622,US,US270,4,1,0,AT,238,427,48.83646179
SS1651869024622,US,US270,5,1,0,AT,209,186,43.73785546
SS1651869024622,US,US270,6,1,0,AT,334,132,46.09772229
SS1651869024622,US,US270,7,1,0,AT,624,97,68.59300256
SS1651869024622,US,US270,8,1,1,AT,426,288,77.1621669
SS1651869038791,US,US271,1,1,1,AT,201,492,81.84130986
SS1651869038791,US,US271,2,1,0,AT,673,253,62.68173578
SS1651869038791,US,US271,3,1,0,AT,614,539,55.54277631
SS1651869038791,US,US271,4,1,0,AT,205,197,68.24221567
SS1651869038791,US,US271,5,1,0,AT,404,97,61.74139616
SS1651869038791,US,US271,6,1,0,AT,413,505,52.88667129
SS1651869038791,US,US271,7,1,0,AT,52,340,47.01063709
SS1651869038791,US,US271,8,1,0,AT,55,605,47.75981575
SS1651869076619,US,US272,1,1,1,AT,476,348,96.88137076
SS1651869076619,US,US272,2,1,0,AT,245,181,50
SS1651869076619,US,US272,3,1,0,AT,376,103,37.01351105
SS1651869076619,US,US272,4,1,0,AT,168,496,53.93514624
SS1651869076619,US,US272,5,1,0,AT,372,583,41
SS1651869076619,US,US272,6,1,0,AT,532,109,34
SS1651869076619,US,US272,7,1,0,AT,542,574,52.34500931
SS1651869076619,US,US272,8,1,0,AT,698,466,57.03507693
SS1651869076619,US,US272,9,1,0,AT,750,314,51.10772936
SS1651869076619,US,US272,10,1,0,AT,716,130,49
SS1651869076619,US,US272,11,1,0,AT,135,324,67.36467917
SS1651869096666,US,US273,1,0,0,AT,487,332,81.0246876
SS1651869096666,US,US273,2,0,0,AT,289,179,46.69047012
SS1651869096666,US,US273,3,0,0,AT,511,115,48.08326112
SS1651869096666,US,US273,4,0,0,AT,669,126,59.07622195
SS1651869096666,US,US273,5,0,0,AT,661,363,67.05221846
SS1651869107778,US,US274,1,1,0,AT,258,-191,129.2826361
SS1651869107778,US,US274,2,1,0,AT,105,352,40.85339643
SS1651869107778,US,US274,3,1,1,AT,492,360,75.32595834
SS1651869107778,US,US274,4,1,0,AT,280,152,55.73149917
SS1651869107778,US,US274,5,1,0,AT,482,116,56.08029957
SS1651869107778,US,US274,6,1,0,AT,645,270,69.26037828
SS1651869107778,US,US274,7,1,0,AT,292,512,49.979996
SS1651869107778,US,US274,8,1,0,AT,472,515,54.5710546
SS1651869117517,US,US276,1,1,1,AT,495,288,37.48332963
SS1651869117517,US,US276,2,1,0,AT,240,188,31.04834939
SS1651869117517,US,US276,3,1,0,AT,506,86,32.20248438
SS1651869117517,US,US276,4,1,0,AT,801,304,31.38470965
SS1651869117517,US,US276,5,1,0,AT,630,515,30.08321791
SS1651869117517,US,US276,6,1,0,AT,810,108,27.29468813
SS1651869117517,US,US276,7,1,0,AT,351,327,16.55294536
SS1651869117517,US,US276,8,1,0,AT,409,444,21.84032967
SS1651869117517,US,US276,9,1,0,AT,356,103,30.01666204
SS1651869119140,US,US277,1,1,1,AT,452,117,45.607017
SS1651869119140,US,US277,2,1,0,AT,320,167,53.00943312
SS1651869119140,US,US277,3,1,0,AT,378,302,56.60388679
SS1651869119140,US,US277,4,1,0,AT,602,236,51.86520992
SS1651869128913,US,US278,1,1,1,AT,509,379,42.52058325
SS1651869128913,US,US278,2,1,0,AT,230,391,39.20459157
SS1651869128913,US,US278,3,1,0,AT,820,383,39.96248241
SS1651869128913,US,US278,4,1,0,AT,503,149,42.42640687
SS1651869128913,US,US278,5,1,0,AT,621,161,40.45985665
SS1651869192697,US,US279,1,1,1,AT,489,301,129.4488316
SS1651869192697,US,US279,2,1,0,AT,491,551,40.36087214
SS1651869192697,US,US279,3,1,0,AT,664,513,40.26164428
SS1651869192697,US,US279,4,1,0,AT,563,481,43.56604182
SS1651869192697,US,US279,5,1,0,AT,673,164,29.83286778
SS1651869192697,US,US279,6,1,0,AT,506,44,37.80211634
SS1651869192697,US,US279,7,1,0,AT,252,173,38.47076812
SS1651869192697,US,US279,8,1,0,AT,221,386,44.59820624
SS1651869192697,US,US279,9,1,0,AT,303,487,37.36308338
SS1651869192697,US,US279,10,1,0,AT,337,393,22.82542442
SS1651869198002,US,US280,1,1,1,AT,243,78,43.27817002
SS1651869198002,US,US280,2,1,0,AT,232,156,29.83286778
SS1651869198002,US,US280,3,1,0,AT,297,154,31.82766093
SS1651869198002,US,US280,4,1,0,AT,159,168,33.61547263
SS1651869198002,US,US280,5,1,0,AT,367,150,34.17601498
SS1651869198002,US,US280,6,1,0,AT,30,151,37.73592453
SS1651869198002,US,US280,7,1,0,AT,96,238,47.5394573
SS1651869198002,US,US280,8,1,0,AT,217,296,54.81788029
SS1651869512955,US,US281,1,1,1,AT,522,375.806068,8.062257748
SS1651869512955,US,US281,2,1,0,AT,508,258.9999788,14.4222051
SS1651869512955,US,US281,3,1,0,AT,650,390,8.544003745
SS1651869512955,US,US281,4,1,0,AT,419,393,10.19803903
SS1651869512955,US,US281,5,1,0,AT,523,463,20.61552813
SS1651869609511,US,US282,1,1,1,AT,423,371,148.8220414
SS1651869609511,US,US282,2,1,0,AT,726,93,44.65422712
SS1651869609511,US,US282,3,1,0,AT,765,188,38.20994635
SS1651869609511,US,US282,4,1,0,AT,792,290,43.41658669
SS1651869609511,US,US282,5,1,0,AT,518,123,105.4182147
SS1651869609511,US,US282,6,1,0,AT,85,155,40.60788101
SS1651869609511,US,US282,7,1,0,AT,193,90,40.22437072
SS1651869808693,US,US283,1,1,1,AT,497,271,71.58910532
SS1651869808693,US,US283,2,1,0,AT,659,271,60.21627687
SS1651869808693,US,US283,3,1,0,AT,650,138,56.72741841
SS1651869808693,US,US283,4,1,0,AT,459,444,53.15072906
SS1651869808693,US,US283,5,1,0,AT,801,271,56.63920903
SS1651869808693,US,US283,6,1,0,AT,496,125,61.6116872
SS1651869808693,US,US283,7,1,0,AT,341,124,53.03772242
SS1651869849200,US,US284,1,1,0,AT,722,125,67.00746227
SS1651869849200,US,US284,2,1,1,AT,378,99,82.86132994
SS1651869849200,US,US284,3,1,0,AT,572,125,66.37017402
SS1651870014949,US,US285,1,1,1,AT,141,80,78.71467462
SS1651870014949,US,US285,2,1,0,AT,129,372,45.3431362
SS1651870014949,US,US285,3,1,0,AT,331,355,106.0424443
SS1651870014949,US,US285,4,1,0,AT,638,165,47.5394573
SS1651870014949,US,US285,5,1,0,AT,724,99,31.78049716
SS1651870238624,US,US286,1,1,0,AT,273,485,34.0147027
SS1651870238624,US,US286,2,1,1,AT,302,129,56.63920903
SS1651870238624,US,US286,3,1,0,AT,484,136,31.89043744
SS1651870376242,US,US287,1,1,1,AT,425,254,82.03657721
SS1651870376242,US,US287,2,1,0,AT,609,87,77.4209274
SS1651870376242,US,US287,3,1,0,AT,219,94,84.09518417
SS1651870443746,US,US288,1,1,1,AT,462,315,76.4852927
SS1651870443746,US,US288,2,1,0,AT,673,321,77.3369252
SS1651870443746,US,US288,3,1,0,AT,182,416,74.43117626
SS1651870443746,US,US288,4,1,0,AT,544,490,87.7268488
SS1651870443746,US,US288,5,1,0,AT,791,510,80.99382693
SS1651870443746,US,US288,6,1,0,AT,806,192,93.34880824
SS1651871550730,US,US289,1,1,1,AT,452,348,36.89173349
SS1651871550730,US,US289,2,1,0,AT,298,342,40.71854614
SS1651871550730,US,US289,3,1,0,AT,285,227,34.20526275
SS1651871550730,US,US289,4,1,0,AT,318,427,38.20994635
SS1651871550730,US,US289,5,1,0,AT,366,501,43.01162634
SS1651871550730,US,US289,6,1,0,AT,464,460,39.11521443
SS1651871550730,US,US289,7,1,0,AT,522,397,34.05877273
SS1651871550730,US,US289,8,1,0,AT,331,46,45.607017
SS1651871550730,US,US289,9,1,0,AT,443,31,53.00943312
SS1651871550730,US,US289,10,1,0,AT,564,40,51.4003891
SS1651871550730,US,US289,11,1,0,AT,170,75,47.50789408
SS1651871550730,US,US289,12,1,0,AT,404,136,35
SS1651871550730,US,US289,13,1,0,AT,648,116,45.17742799
SS1651871550730,US,US289,14,1,0,AT,607,190,34.98571137
SS1651871550730,US,US289,15,1,0,AT,168,407,40.81666326
SS1651871550730,US,US289,16,1,0,AT,774,131,35.84689666
SS1651871550730,US,US289,17,1,0,AT,861,175,36.7151195
SS1651871550730,US,US289,18,1,0,AT,855,361,38.83297568
SS1651871550730,US,US289,19,1,0,AT,766,426,39.40812099
SS1651871550730,US,US289,20,1,0,AT,877,265,41.72529209
SS1651871841115,US,US290,1,1,0,AT,276,134,82.29823813
SS1651871841115,US,US290,2,1,0,AT,707,113,71.70076708
SS1651871841115,US,US290,3,1,0,AT,146,335,75.16648189
SS1651871841115,US,US290,4,1,0,AT,711,472,64.84597135
SS1651871841115,US,US290,5,1,1,AT,503,295,87.8179936
SS1651871889261,US,US291,1,1,1,AT,432,117,103.1212878
SS1651871889261,US,US291,2,1,0,AT,628,239,60.10823571
SS1651871889261,US,US291,3,1,0,AT,206,271,78.92401409
SS1651871889261,US,US291,4,1,0,AT,635,430,73.00684899
SS1651871889261,US,US291,5,1,0,AT,225,432,70.60453243
SS1651871889261,US,US291,6,1,0,AT,410,448,78.40918314
SS1651872480719,US,US292,1,1,0,AT,142,223,93.02150289
SS1651872480719,US,US292,2,1,0,AT,421,118,105.2615789
SS1651872480719,US,US292,3,1,0,AT,222,506,96.88137076
SS1651872480719,US,US292,4,1,1,AT,671,426,159.3267084
SS1651873332890,US,US293,1,0,0,AT,357,453,98.97979592
SS1651873332890,US,US293,2,0,0,AT,543,228,91.21403401
SS1651873359386,US,US294,1,1,1,AT,508,340,76.32168761
SS1651873359386,US,US294,2,1,0,AT,267,177,50.32891813
SS1651873359386,US,US294,3,1,0,AT,238,324,56.35601121
SS1651873359386,US,US294,4,1,0,AT,272,485,52.15361924
SS1651873359386,US,US294,5,1,0,AT,688,123,51.89412298
SS1651873359386,US,US294,6,1,0,AT,744,362,50.96076922
SS1651873359386,US,US294,7,1,0,AT,713,491,42.20189569
SS1651873359386,US,US294,8,1,0,AT,614,553,40.24922359
SS1651873359386,US,US294,9,1,0,AT,772,241,49.979996
SS1651873359386,US,US294,10,1,0,AT,353,578,43.01162634
SS1651878926426,US,US295,1,1,1,AT,455,313,46.09772229
SS1651878926426,US,US295,2,1,0,AT,187,140,42.19004622
SS1651878926426,US,US295,3,1,0,AT,721,121,41.14608122
SS1651878926426,US,US295,4,1,0,AT,725,306,38.58756276
SS1651878926426,US,US295,5,1,0,AT,177,315,41.01219331
SS1651878926426,US,US295,6,1,0,AT,240,484,45
SS1651878926426,US,US295,7,1,0,AT,472,506,47.42362281
SS1651878926426,US,US295,8,1,0,AT,449,58,48.27007354
SS1651878926426,US,US295,9,1,0,AT,704,475,54.4885309
SS1651878926426,US,US295,10,1,0,AT,295,61,35.84689666
SS1651878926426,US,US295,11,1,0,AT,573,69,38.60051813
SS1651878928252,US,US296,1,1,1,AT,502,215,96.25487001
SS1651878928252,US,US296,2,1,0,AT,229,215,99.45853407
SS1651878928252,US,US296,3,1,0,AT,91,386,82.00609733
SS1651878928252,US,US296,4,1,0,AT,747,86,68.02940541
SS1651878928252,US,US296,5,1,0,AT,874,458,80.43009387
